SurveyName,Year,monthNominal,Match_Name,Transect,Station,Date_isotxt,Time,Cast#,Depth,Type
"S2023-02","2023","2","6_1","6","1","2023-02-16","11:17:00","121","36","CTD"
"S2023-02","2023","2","6_2","6","2","2023-02-16","11:25:00","122","53","CTD"
"S2023-02","2023","2","6_3","6","3","2023-02-16","11:34:00","123","107","CTD"
"S2023-02","2023","2","6_4","6","4","2023-02-16","11:50:00","124","110","CTD"
"S2023-02","2023","2","7_20","7","20","2023-02-16","12:18:00","125","86","CTD"
"S2023-02","2023","2","7_21","7","21","2023-02-16","12:27:00","126","76","CTD"
"S2023-02","2023","2","7_22","7","22","2023-02-16","12:36:00","127","55","CTD"
"S2023-02","2023","2","7_23","7","23","2023-02-16","12:44:00","128","55","CTD"
"S2023-02","2023","2","AlongBay_PTGR","AlongBay","PTGR","2023-02-16","13:02:00","129","69","CTD"
"S2023-02","2023","2","AlongBay_POGI","AlongBay","POGI","2023-02-16","13:18:00","130","103","CTD"
"S2023-02","2023","2","AlongBay_1","AlongBay","1","2023-02-16","13:37:00","131","73","CTD"
"S2023-02","2023","2","AlongBay_2","AlongBay","2","2023-02-16","13:57:00","132","123","CTD"
"S2023-02","2023","2","AlongBay_3","AlongBay","3","2023-02-16","14:11:00","133","109","CTD"
"S2023-02","2023","2","AlongBay_4","AlongBay","4","2023-02-16","14:32:00","134","154","CTD"
"S2023-02","2023","2","AlongBay_5","AlongBay","5","2023-02-16","14:46:00","135","174","CTD"
"S2023-02","2023","2","AlongBay_6","AlongBay","6","2023-02-16","15:03:00","136","101","CTD"
"S2023-02","2023","2","AlongBay_7","AlongBay","7","2023-02-16","15:14:00","137","146","CTD"
"S2023-02","2023","2","AlongBay_8","AlongBay","8","2023-02-16","15:28:00","138","80","CTD"
"S2023-02","2023","2","AlongBay_9","AlongBay","9","2023-02-16","15:38:00","139","66","CTD"
"S2023-02","2023","2","AlongBay_10","AlongBay","10","2023-02-16","15:46:00","140","61","CTD"
"S2023-02","2023","2","AlongBay_11","AlongBay","11","2023-02-16","16:02:00","141","53","CTD"
"S2023-02","2023","2","4_10","4","10","2023-02-18","13:06:00","142","20","CTD"
"S2023-02","2023","2","4_9","4","9","2023-02-18","13:11:00","143","30","CTD"
"S2023-02","2023","2","4_8","4","8","2023-02-18","13:18:00","144","33","CTD"
"S2023-02","2023","2","4_7","4","7","2023-02-18","13:25:00","145","40","CTD"
"S2023-02","2023","2","4_6","4","6","2023-02-18","13:32:00","146","71","CTD"
"S2023-02","2023","2","4_5","4","5","2023-02-18","13:42:00","147","83","CTD"
"S2023-02","2023","2","4_4","4","4","2023-02-18","13:52:00","148","92","CTD"
"S2023-02","2023","2","4_3","4","3","2023-02-18","14:02:00","149","112","CTD"
"S2023-02","2023","2","4_2","4","2","2023-02-18","14:13:00","150","102","CTD"
"S2023-02","2023","2","4_1","4","1","2023-02-18","14:22:00","151","21","CTD"
"S2023-02","2023","2","9_1","9","1","2023-02-18","14:51:00","152","63","CTD"
"S2023-02","2023","2","9_2","9","2","2023-02-18","14:58:00","153","83","CTD"
"S2023-02","2023","2","9_3","9","3","2023-02-18","15:05:00","154","96","CTD"
"S2023-02","2023","2","9_4","9","4","2023-02-18","15:13:00","155","97","CTD"
"S2023-02","2023","2","9_5","9","5","2023-02-18","15:22:00","156","100","CTD"
"S2023-02","2023","2","9_6","9","6","2023-02-18","15:30:00","157","103","CTD"
"S2023-02","2023","2","9_7","9","7","2023-02-18","15:40:00","158","101","CTD"
"S2023-02","2023","2","9_8","9","8","2023-02-18","15:48:00","159","94","CTD"
"S2023-02","2023","2","9_9","9","9","2023-02-18","15:55:00","160","","CTD"
"S2023-02","2023","2","9_10","9","10","2023-02-18","16:03:00","161","60","CTD"
"S2023-02","2023","2","6_3","6","3","2023-03-08","11:34:00","164","106","CTD"
"S2023-02","2023","2","7_22","7","22","2023-03-08","12:01:00","165","76","CTD"
"S2023-02","2023","2","AlongBay_PTGR","AlongBay","PTGR","2023-03-08","12:17:00","166","70","CTD"
"S2023-02","2023","2","AlongBay_POGI","AlongBay","POGI","2023-03-08","12:31:00","167","103","CTD"
"S2023-02","2023","2","AlongBay_1","AlongBay","1","2023-03-08","12:47:00","168","75","CTD"
"S2023-02","2023","2","AlongBay_2","AlongBay","2","2023-03-08","13:05:00","169","125","CTD"
"S2023-02","2023","2","AlongBay_3","AlongBay","3","2023-03-08","13:17:00","170","111","CTD"
"S2023-02","2023","2","AlongBay_4","AlongBay","4","2023-03-08","13:34:00","171","158","CTD"
"S2023-02","2023","2","AlongBay_5","AlongBay","5","2023-03-08","13:48:00","172","177","CTD"
"S2023-02","2023","2","AlongBay_6","AlongBay","6","2023-03-08","14:03:00","173","104","CTD"
"S2023-03","2023","3","AlongBay_13","AlongBay","13","2023-03-28","11:53:00","174","24","CTD"
"S2023-03","2023","3","AlongBay_12","AlongBay","12","2023-03-28","12:08:00","175","78","CTD"
"S2023-03","2023","3","AlongBay_11","AlongBay","11","2023-03-28","12:22:00","176","54","CTD"
"S2023-03","2023","3","AlongBay_10","AlongBay","10","2023-03-28","12:38:00","177","61","CTD"
"S2023-03","2023","3","AlongBay_10","AlongBay","10","2023-03-28","12:40:00","","51","Nutrients"
"S2023-03","2023","3","AlongBay_9","AlongBay","9","2023-03-28","13:05:00","178","66","CTD"
"S2023-03","2023","3","AlongBay_8","AlongBay","8","2023-03-28","13:20:00","179","81","CTD"
"S2023-03","2023","3","AlongBay_7","AlongBay","7","2023-03-28","13:36:00","180","146","CTD"
"S2023-03","2023","3","AlongBay_6","AlongBay","6","2023-03-28","13:52:00","181","100","CTD"
"S2023-03","2023","3","AlongBay_6","AlongBay","6","2023-03-28","13:54:00","","90","Nutrients"
"S2023-03","2023","3","AlongBay_5","AlongBay","5","2023-03-28","14:12:00","182","173","CTD"
"S2023-03","2023","3","AlongBay_4","AlongBay","4","2023-03-28","14:33:00","183","152","CTD"
"S2023-03","2023","3","AlongBay_3","AlongBay","3","2023-03-28","14:58:00","184","108","CTD"
"S2023-03","2023","3","AlongBay_3","AlongBay","3","2023-03-28","15:00:00","","98","Nutrients"
"S2023-03","2023","3","AlongBay_2","AlongBay","2","2023-03-28","15:18:00","185","122","CTD"
"S2023-03","2023","3","9_1","9","1","2023-03-28","15:57:00","186","44","CTD"
"S2023-03","2023","3","9_2","9","2","2023-03-28","16:03:00","187","73","CTD"
"S2023-03","2023","3","9_3","9","3","2023-03-28","16:10:00","188","92","CTD"
"S2023-03","2023","3","9_4","9","4","2023-03-28","16:18:00","189","95","CTD"
"S2023-03","2023","3","9_5","9","5","2023-03-28","16:27:00","190","96","CTD"
"S2023-03","2023","3","9_6","9","6","2023-03-28","16:35:00","191","100","CTD"
"S2023-03","2023","3","9_8","9","8","2023-03-28","16:51:00","193","92","CTD"
"S2023-03","2023","3","9_9","9","9","2023-03-28","16:59:00","194","79","CTD"
"S2023-03","2023","3","9_10","9","10","2023-03-28","17:07:00","195","61","CTD"
"S2023-03","2023","3","9_7","9","7","2023-03-28","16:43:00","192","100","CTD"
"S2023-04","2023","4","AlongBay_1","AlongBay","1","2023-04-21","11:20:00","196","67","CTD"
"S2023-04","2023","4","AlongBay_2","AlongBay","2","2023-04-21","11:37:00","197","122","CTD"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:51:00","198","107","CTD"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:53:00","","105","Nutrients"
"S2023-04","2023","4","AlongBay_3","AlongBay","3","2023-04-21","11:56:00","","0","Phytoplankton"
"S2023-04","2023","4","AlongBay_4","AlongBay","4","2023-04-21","12:15:00","199","154","CTD"
"S2023-04","2023","4","AlongBay_5","AlongBay","5","2023-04-21","12:31:00","200","173","CTD"
"S2023-04","2023","4","AlongBay_6","AlongBay","6","2023-04-21","12:47:00","201","100","CTD"
"S2023-04","2023","4","AlongBay_7","AlongBay","7","2023-04-21","13:08:00","202","146","CTD"
"S2023-04","2023","4","AlongBay_8","AlongBay","8","2023-04-21","13:21:00","203","81","CTD"
"S2023-04","2023","4","AlongBay_9","AlongBay","9","2023-04-21","13:31:00","204","67","CTD"
"S2023-04","2023","4","AlongBay_10","AlongBay","10","2023-04-21","13:47:00","205","64","CTD"
"S2023-04","2023","4","AlongBay_11","AlongBay","11","2023-04-21","14:05:00","206","56","CTD"
"S2023-04","2023","4","AlongBay_12","AlongBay","12","2023-04-21","14:15:00","207","80","CTD"
"S2023-04","2023","4","AlongBay_13","AlongBay","13","2023-04-21","14:27:00","208","30","CTD"
"S2023-04","2023","4","9_1","9","1","2023-04-22","10:26:00","209","50","CTD"
"S2023-04","2023","4","9_1","9","1","2023-04-22","10:35:00","1","54","CTD"
"S2023-04","2023","4","9_2","9","2","2023-04-22","10:42:00","2","72","CTD"
"S2023-04","2023","4","9_3","9","3","2023-04-22","10:49:00","3","90","CTD"
"S2023-04","2023","4","9_4","9","4","2023-04-22","10:58:00","4","92","CTD"
"S2023-04","2023","4","9_5","9","5","2023-04-22","11:07:00","5","93","CTD"
"S2023-04","2023","4","9_6","9","6","2023-04-22","11:15:00","6","98","CTD"
"S2023-04","2023","4","9_7","9","7","2023-04-22","11:24:00","7","97","CTD"
"S2023-04","2023","4","9_8","9","8","2023-04-22","11:33:00","8","90","CTD"
"S2023-04","2023","4","9_9","9","9","2023-04-22","11:41:00","9","78","CTD"
"S2023-04","2023","4","9_10","9","10","2023-04-22","11:49:00","10","60","CTD"
"S2023-04","2023","4","9_10","9","10","2023-04-22","11:56:00","210","70","CTD"
"S2023-05","2023","5","AlongBay_13","AlongBay","13","2023-05-12","11:30:00","02","28","CTD"
"S2023-05","2023","5","AlongBay_12","AlongBay","12","2023-05-12","11:41:00","03","76.6","CTD"
"S2023-05","2023","5","AlongBay_11","AlongBay","11","2023-05-12","11:52:00","04","55","CTD"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:02:00","05","62","CTD"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:05:00","","60","Nutrients"
"S2023-05","2023","5","AlongBay_10","AlongBay","10","2023-05-12","12:05:00","","surface","Phytoplankton"
"S2023-05","2023","5","AlongBay_9","AlongBay","9","2023-05-12","12:18:00","06","68","CTD"
"S2023-05","2023","5","AlongBay_8","AlongBay","8","2023-05-12","12:27:00","07","85","CTD"
"S2023-05","2023","5","AlongBay_7","AlongBay","7","2023-05-12","12:38:00","08","146","CTD"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","12:50:00","09","100","CTD"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","12:52:00","","95","Nutrients"
"S2023-05","2023","5","AlongBay_6","AlongBay","6","2023-05-12","15:52:00","","0","Phytoplankton"
"S2023-05","2023","5","AlongBay_5","AlongBay","5","2023-05-12","13:12:00","10","173","CTD"
"S2023-05","2023","5","AlongBay_4","AlongBay","4","2023-05-12","13:27:00","11","153","CTD"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:46:00","12","107","CTD"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:48:00","","","Nutrients"
"S2023-05","2023","5","AlongBay_3","AlongBay","3","2023-05-12","13:48:00","","","Phytoplankton"
"S2023-05","2023","5","AlongBay_2","AlongBay","2","2023-05-12","14:04:00","13","122","CTD"
"S2023-05","2023","5","AlongBay_1","AlongBay","1","2023-05-12","14:28:00","14","71","CTD"
"S2023-05","2023","5","AlongBay_POGI","AlongBay","POGI","2023-05-12","14:51:00","15","93","CTD"
"S2023-05","2023","5","AlongBay_PTGR","AlongBay","PTGR","2023-05-12","15:09:00","16","61","CTD"
"S2023-05","2023","5","7_22","7","22","2023-05-12","15:29:00","17","74","CTD"
"S2023-05","2023","5","6_3","6","3","2023-05-12","15:56:00","18","106","CTD"
"S2023-05","2023","5","4_10","4","10","2023-05-13","10:35:00","19","18","CTD"
"S2023-05","2023","5","4_10","4","10","2023-05-13","10:38:00","20","18","CTD"
"S2023-05","2023","5","4_9","4","9","2023-05-13","10:44:00","21","28","CTD"
"S2023-05","2023","5","4_8","4","8","2023-05-13","10:53:00","22","30","CTD"
"S2023-05","2023","5","4_7","4","7","2023-05-13","11:02:00","23","37","CTD"
"S2023-05","2023","5","4_6","4","6","2023-05-13","11:11:00","24","64","CTD"
"S2023-05","2023","5","4_5","4","5","2023-05-13","11:22:00","25","80.5","CTD"
"S2023-05","2023","5","4_4","4","4","2023-05-13","11:33:00","26","89","CTD"
"S2023-05","2023","5","4_3","4","3","2023-05-13","11:43:00","27","110","CTD"
"S2023-05","2023","5","4_2","4","2","2023-05-13","11:54:00","28","99","CTD"
"S2023-05","2023","5","4_1","4","1","2023-05-13","12:04:00","29","19","CTD"
"S2023-05","2023","5","9_1","9","1","2023-05-13","12:38:00","30","65","CTD"
"S2023-05","2023","5","9_2","9","2","2023-05-13","12:44:00","31","77","CTD"
"S2023-05","2023","5","9_3","9","3","2023-05-13","12:51:00","32","93","CTD"
"S2023-05","2023","5","9_4","9","4","2023-05-13","12:58:00","33","95","CTD"
"S2023-05","2023","5","9_5","9","5","2023-05-13","13:06:00","34","98","CTD"
"S2023-05","2023","5","9_6","9","6","2023-05-13","13:14:00","35","101","CTD"
"S2023-05","2023","5","9_7","9","7","2023-05-13","13:21:00","36","100","CTD"
"S2023-05","2023","5","9_8","9","8","2023-05-13","13:28:00","37","93","CTD"
"S2023-05","2023","5","9_9","9","9","2023-05-13","13:36:00","38","80","CTD"
"S2023-05","2023","5","9_10","9","10","2023-05-13","13:42:00","39","61","CTD"
"S2023-06","2023","6","AlongBay_13","AlongBay","13","2023-06-23","11:22:00","40","26","CTD"
"S2023-06","2023","6","AlongBay_12","AlongBay","12","2023-06-23","11:35:00","41","76","CTD"
"S2023-06","2023","6","AlongBay_11","AlongBay","11","2023-06-23","11:46:00","42","52","CTD"
"S2023-06","2023","6","AlongBay_10","AlongBay","10","2023-06-23","11:59:00","43","60","CTD"
"S2023-06","2023","6","AlongBay_9","AlongBay","9","2023-06-23","12:15:00","44","65","CTD"
"S2023-06","2023","6","AlongBay_8","AlongBay","8","2023-06-23","12:26:00","45","78","CTD"
"S2023-06","2023","6","AlongBay_7","AlongBay","7","2023-06-23","12:39:00","46","144","CTD"
"S2023-06","2023","6","AlongBay_6","AlongBay","6","2023-06-23","12:51:00","47","99","CTD"
"S2023-06","2023","6","AlongBay_5","AlongBay","5","2023-06-23","13:12:00","48","172","CTD"
"S2023-06","2023","6","AlongBay_4","AlongBay","4","2023-06-23","13:28:00","49","153","CTD"
"S2023-06","2023","6","AlongBay_3","AlongBay","3","2023-06-23","13:48:00","50","107","CTD"
"S2023-06","2023","6","AlongBay_2","AlongBay","2","2023-06-23","14:05:00","51","121","CTD"
"S2023-06","2023","6","AlongBay_1","AlongBay","1","2023-06-23","14:27:00","52","71","CTD"
"S2023-06","2023","6","9_1","9","1","2023-06-23","15:13:00","53","62","CTD"
"S2023-06","2023","6","9_2","9","2","2023-06-23","15:20:00","54","","CTD"
"S2023-06","2023","6","9_3","9","3","2023-06-23","15:27:00","55","93","CTD"
"S2023-06","2023","6","9_4","9","4","2023-06-23","15:33:00","56","95","CTD"
"S2023-06","2023","6","9_5","9","5","2023-06-23","15:41:00","57","97","CTD"
"S2023-06","2023","6","9_6","9","6","2023-06-23","15:48:00","58","101","CTD"
"S2023-06","2023","6","9_7","9","7","2023-06-23","15:55:00","59","100","CTD"
"S2023-06","2023","6","9_8","9","8","2023-06-23","16:02:00","60","93","CTD"
"S2023-06","2023","6","9_9","9","9","2023-06-23","16:10:00","61","80","CTD"
"S2023-06","2023","6","9_10","9","10","2023-06-23","16:17:00","62","61","CTD"
"S2023-07","2023","7","6_2","6","2","2023-07-24","11:14:00","111","50","CTD"
"S2023-07","2023","7","7_21","7","21","2023-07-24","11:55:00","112","75","CTD"
"S2023-07","2023","7","AlongBay_PTGR","AlongBay","PTGR","2023-07-24","12:22:00","113","66","CTD"
"S2023-07","2023","7","AlongBay_POGI","AlongBay","POGI","2023-07-24","12:37:00","114","104","CTD"
"S2023-07","2023","7","AlongBay_1","AlongBay","1","2023-07-24","12:56:00","115","73","CTD"
"S2023-07","2023","7","AlongBay_2","AlongBay","2","2023-07-24","13:15:00","116","125","CTD"
"S2023-07","2023","7","AlongBay_3","AlongBay","3","2023-07-24","13:30:00","117","109","CTD"
"S2023-07","2023","7","AlongBay_4","AlongBay","4","2023-07-24","13:48:00","118","155","CTD"
"S2023-07","2023","7","AlongBay_5","AlongBay","5","2023-07-24","14:04:00","119","171","CTD"
"S2023-07","2023","7","AlongBay_6","AlongBay","6","2023-07-24","14:21:00","120","101","CTD"
"S2023-07","2023","7","AlongBay_6","AlongBay","6","2023-07-24","14:22:00","","90","Nutrients"
"S2023-07","2023","7","AlongBay_7","AlongBay","7","2023-07-24","14:41:00","121","144","CTD"
"S2023-07","2023","7","AlongBay_8","AlongBay","8","2023-07-24","14:55:00","122","85","CTD"
"S2023-07","2023","7","AlongBay_9","AlongBay","9","2023-07-24","15:05:00","123","69","CTD"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:16:00","124","65","CTD"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:18:00","","0","Phytoplankton"
"S2023-07","2023","7","AlongBay_10","AlongBay","10","2023-07-24","15:20:00","","60","Nutrients"
"S2023-07","2023","7","AlongBay_11","AlongBay","11","2023-07-24","15:32:00","125","54.3","CTD"
"S2023-07","2023","7","AlongBay_12","AlongBay","12","2023-07-24","15:42:00","126","77","CTD"
"S2023-07","2023","7","AlongBay_13","AlongBay","13","2023-07-24","15:54:00","127","26.4","CTD"
"S2023-07","2023","7","4_10","4","10","2023-07-25","09:49:00","128","0","CTD"
"S2023-07","2023","7","4_10","4","10","2023-07-25","09:51:00","129","18","CTD"
"S2023-07","2023","7","4_9","4","9","2023-07-25","09:59:00","130","27","CTD"
"S2023-07","2023","7","4_8","4","8","2023-07-25","10:06:00","131","29.5","CTD"
"S2023-07","2023","7","4_7","4","7","2023-07-25","10:12:00","132","37","CTD"
"S2023-07","2023","7","4_6","4","6","2023-07-25","10:19:00","133","62","CTD"
"S2023-07","2023","7","4_5","4","5","2023-07-25","10:27:00","134","79","CTD"
