analysis date,description,sample date,sample ID,Sample T⁰C,Sample Depth,Sample Salinity (ppt),alk (µeq/kg),TCO2 (µmol/kg),pco2_in situ (µatm),co2aq (µmol/kg),bicarb (µmol/kg),co3 (µmol/kg),pHt,omega-C,omega-A
11/28/2017,T4,2016-12-13,T4_2_(1)_13Dec2016_103m,6.9,103,32.6,2141.93,2026.74,457.28,22.6,1914.59,89.55,7.96,2.062,1.333
11/28/2017,T4,2016-12-13,T4_2_(2)_13Dec2016_103m,6.9,103,32.6,2166.66,2004.88,335.8,16.6,1871.74,116.55,8.085,2.684,1.735
11/28/2017,T4,2016-12-13,T4_2_(3)_13Dec2016_103m,6.9,103,32.6,2145.14,2010.51,397.74,19.66,1890.47,100.38,8.015,2.311,1.495
11/28/2017,T4,2016-12-13,T4_4_(1)_13Dec2016_0m,6.9,0,32.5,2142.74,2064.65,611.74,30.26,1963.87,70.53,7.85,1.659,1.071
11/28/2017,T4,2016-12-13,T4_4_(2)_13Dec2016_0m,6.9,0,32.5,2131.82,2046.34,571.87,28.28,1944.12,73.93,7.875,1.739,1.123
11/28/2017,T4,2016-12-13,T4_4_(3)_13Dec2016_0m,6.9,0,32.5,2126.52,2027,509.5,25.2,1920.8,81,7.92,1.905,1.23
11/28/2017,T4,2016-12-13,T4_7_(1)_13Dec2016_0m,6.6,0,32.4,2161.12,2027.5,398.78,19.94,1907.14,100.41,8.022,2.364,1.526
11/28/2017,T4,2016-12-13,T4_7_(2)_13Dec2016_0m,6.6,0,32.4,2149.41,2028.85,434.56,21.73,1914.28,92.84,7.986,2.185,1.41
11/28/2017,T4,2016-12-13,T4_7_(3)_13Dec2016_0m,6.6,0,32.4,2164.92,2017.98,364.39,18.22,1891.64,108.11,8.058,2.545,1.642
11/28/2017,T9,2016-12-13,T9_1_(1)_13Dec2016_0m,6.7,0,32.5,2165.72,2023.67,379.74,18.91,1899.46,105.3,8.042,2.477,1.599
11/28/2017,T9,2016-12-13,T9_1_(2)_13Dec2016_0m,6.7,0,32.5,2147.23,2030.22,448.48,22.34,1917.06,90.82,7.973,2.136,1.379
11/28/2017,T9,2016-12-13,T9_1_(3)_13Dec2016_0m,6.7,0,32.5,2160,2017.46,376.81,18.77,1893.26,105.43,8.044,2.48,1.601
12/7/2017,T9,2017-01-11,T9_1_(1)_11Jan2017_0m,4.4,0,32.2,2192.63,2130.38,643.41,34.85,2032.07,63.47,7.835,1.498,0.963
12/7/2017,T9,2017-01-11,T9_1_(2)_11Jan2017_0m,4.4,0,32.2,2189.63,2112.46,567.25,30.72,2011.22,70.53,7.885,1.664,1.069
12/7/2017,T9,2017-01-11,T9_1_(3)_11Jan2017_0m,4.4,0,32.2,2140.55,2131.1,997.51,54.02,2035.98,41.1,7.645,0.97,0.623
12/13/2017,T9,2017-01-11,T9_6_(1)_11Jan2017_101m,4.9,101,32.1,2197.28,2146.79,725.94,38.63,2049.87,58.29,7.783,1.348,0.869
12/13/2017,T9,2017-01-11,T9_6_(2)_11Jan2017_101m,4.9,101,32.1,2186,2089.22,492.36,26.2,1982.62,80.4,7.937,1.86,1.198
12/13/2017,T9,2017-01-11,T9_6_(3)_11Jan2017_101m,4.9,101,32.1,2149.12,2071.56,561.24,29.87,1971.91,69.77,7.878,1.614,1.04
12/13/2017,T9,2017-01-11,T9_6_(1)_11Jan2017_0m,4.6,0,31.8,2184.84,2096.43,515.93,27.81,1992.44,76.19,7.923,1.804,1.16
12/13/2017,T9,2017-01-11,T9_6_(2)_11Jan2017_0m,4.6,0,31.8,2142.06,2078.61,618.11,33.31,1982.35,62.95,7.843,1.49,0.958
12/13/2017,T9,2017-01-11,T9_6_(3)_11Jan2017_0m,4.6,0,31.8,2119.18,2068.98,684.8,36.91,1975.63,56.44,7.797,1.336,0.859
12/7/2017,T9,2017-02-07,T9_10_(1)_7Feb2017_0m,2,0,31.3,2172.8,2076.5,424.01,25.24,1971.85,79.41,7.995,1.889,1.209
12/7/2017,T9,2017-02-07,T9_10_(2)_7Feb2017_0m,2,0,31.3,2120.99,2002.89,345.04,20.54,1892.47,89.89,8.067,2.139,1.368
12/7/2017,T9,2017-02-07,T9_10_(3)_7Feb2017_0m,2,0,31.3,2148.78,2048.42,403.92,24.04,1943.41,80.97,8.01,1.927,1.233
12/7/2017,T9,2017-02-07,T9_6_7Feb2017_98m,4.5,98,32.4,2159.06,2058.5,464.77,25.05,1951.93,81.52,7.954,1.882,1.211
12/13/2017,T9,2017-02-07,T9_6_(1)_7Feb2017_0m,2.5,0,32,2151.28,2065.02,471.2,27.41,1963.95,73.66,7.948,1.742,1.116
12/13/2017,T9,2017-02-07,T9_6_(2)_7Feb2017_0m,2.5,0,32,2138.42,2010.72,338.72,19.7,1895.56,95.46,8.076,2.258,1.446
12/13/2017,T9,2017-02-07,T9_6_(3)_7Feb2017_0m,2.5,0,32,2132.5,2002.82,332.36,19.33,1887.07,96.42,8.083,2.281,1.46
12/13/2017,T9,2017-02-07,T9_1_(1)_7Feb2017_0m,3.6,0,32.3,2151.17,2038.93,405.83,22.62,1928.84,87.48,8.009,2.063,1.324
12/13/2017,T9,2017-02-07,T9_1_(2)_7Feb2017_0m,3.6,0,32.3,2152.43,2035.15,391.04,21.79,1923.11,90.25,8.024,2.128,1.366
12/13/2017,T9,2017-02-07,T9_1_(3)_7Feb2017_0m,3.6,0,32.3,2147.2,2042.39,428.43,23.88,1935.11,83.4,7.987,1.967,1.262
12/14/2017,T9,2017-03-28,T9_1_(1)_28Mar2017_0m,3.2,0,33,2187.75,2291.38,2348.16,132.27,2140.56,18.54,7.289,0.435,0.279
12/14/2017,T9,2017-03-28,T9_1_(2)_28Mar2017_0m,3.2,0,33,2138.88,2040.91,449.23,25.31,1936.31,79.3,7.964,1.86,1.193
12/14/2017,T9,2017-03-28,T9_1_(3)_28Mar2017_0m,3.2,0,33,2165.54,2166.49,1066.35,60.07,2068.3,38.12,7.617,0.894,0.573
12/14/2017,T9,2017-03-28,T9_6_(1)_28Mar2017_0m,3.3,0,32.9,2159.73,2078.96,523.98,29.42,1978.37,71.16,7.907,1.67,1.071
12/14/2017,T9,2017-03-28,T9_6_(3)_28Mar2017_0m,3.3,0,32.9,2167.64,2046.7,385.5,21.65,1932.74,92.32,8.03,2.167,1.39
12/14/2017,T9,2017-03-28,T9_6_(1)_28Mar2017_104m,3.3,0,33.2,2175.86,2314.94,2898.5,162.48,2137.35,15.11,7.197,0.354,0.227
12/14/2017,T9,2017-03-28,T9_6_(2)_28Mar2017_104m,3.4,104,33.2,2231.45,2305.56,1963.05,109.64,2172.85,23.08,7.369,0.529,0.34
12/14/2017,T9,2017-03-28,T9_6_(3)_28Mar2017_104m,3.4,104,33.2,2323.56,2341.52,1311.7,73.26,2231.82,36.44,7.556,0.835,0.536
12/14/2017,T9,2017-03-28,T9_10_(1)_28Mar2017_0m,3,104,32.7,2204.73,2299.51,2200.4,125.1,2154.75,19.66,7.315,0.452,0.29
12/14/2017,T9,2017-03-28,T9_10_(2)_28Mar2017_0m,2.8,0,32.7,2242.63,2335,2162.06,123.84,2190.6,20.56,7.334,0.484,0.31
12/14/2017,T9,2017-03-28,T9_10_(3)_28Mar2017_0m,2,0,32.7,2247.63,2319.23,1821.59,107.52,2188.27,23.44,7.405,0.552,0.353
12/14/2017,T4,2017-04-20,T4_7_(1)_20Apr2017_0m,2.8,0,32.7,2116.71,1925,223.09,12.78,1780.57,131.65,8.231,3.096,1.984
12/14/2017,T4,2017-04-20,T4_7_(2)_20Apr2017_0m,6.1,0,32.7,2146.63,1907.64,200.44,10.18,1734.94,162.51,8.278,3.816,2.461
12/14/2017,T4,2017-04-20,T4_7_(3)_20Apr2017_0m,6.1,0,32.7,2141.81,1897.87,194.12,9.86,1722.58,165.43,8.288,3.885,2.505
12/19/2017,T4,2017-04-20,T4_4_(1)_20Apr2017_0m,6,0,32.8,2192.01,1981.68,245.47,12.51,1823.02,146.15,8.211,3.429,2.211
12/19/2017,T4,2017-04-20,T4_4_(2)_20Apr2017_0m,6,0,32.8,2185.57,1976.05,245.3,12.5,1818.09,145.46,8.21,3.413,2.2
12/19/2017,T4,2017-04-20,T4_4_(3)_20Apr2017_0m,6,0,32.8,2138.91,1935.85,245,12.48,1783.25,140.11,8.202,3.288,2.119
12/19/2017,T4,2017-04-20,T4_2_(1)_20Apr2017_0m,6,0,32.8,2173.81,2006.92,316.25,16.12,1871.28,119.52,8.112,2.804,1.808
12/19/2017,T4,2017-04-20,T4_2_(2)_20Apr2017_0m,6,0,32.8,2167.93,2004.08,321.1,16.36,1870.14,117.58,8.105,2.759,1.778
12/19/2017,T4,2017-04-20,T4_2_(3)_20Apr2017_0m,6,0,32.8,2154.02,1996.91,332.11,16.92,1866.72,113.26,8.09,2.658,1.713
12/19/2017,T4,2017-04-20,T4_2_(1)_20Apr2017_98m,4,98,33,2175.42,2029.4,334.84,18.31,1904.56,106.52,8.083,2.448,1.574
12/19/2017,T4,2017-04-20,T4_2_(2)_20Apr2017_98m,4,98,33,2168.11,2027.27,345.17,18.88,1905.01,103.39,8.07,2.375,1.527
12/19/2017,T4,2017-04-20,T4_2_(3)_20Apr2017_98m,4,98,33,2171.75,2019.87,320.83,17.55,1892.55,109.78,8.099,2.522,1.622
12/27/2017,T9,2017-04-20,T9_1_(1)_20Apr2017_0m,6.1,0,31.7,2082.67,1912.62,280.4,14.33,1778.66,119.64,8.144,2.833,1.827
12/27/2017,T9,2017-04-20,T9_1_(2)_20Apr2017_0m,6.1,0,31.7,2094.16,1907.23,253.81,12.97,1764.23,130.04,8.184,3.079,1.986
12/27/2017,T9,2017-04-20,T9_1_(3)_20Apr2017_0m,6.1,0,31.7,2093.58,1904.9,250.87,12.82,1761,131.08,8.188,3.104,2.001
12/27/2017,T9,2017-04-20,T9_6_(1)_20Apr2017_0m,5.8,0,31.8,2078.03,1891.94,249.03,12.86,1750.21,128.88,8.187,3.05,1.965
12/27/2017,T9,2017-04-20,T9_6_(2)_20Apr2017_0m,5.8,0,31.8,2093.35,1917.32,269.21,13.9,1780.1,123.32,8.161,2.918,1.88
12/27/2017,T9,2017-04-20,T9_6_(3)_20Apr2017_0m,5.8,0,31.8,2116.81,1887.15,197.92,10.22,1720.28,156.66,8.28,3.707,2.389
12/27/2017,T9,2017-04-20,T9_6_(1)_20Apr2017_101m,4,101,33.1,2227.11,2071,326.13,17.83,1939.52,113.64,8.102,2.607,1.677
12/27/2017,T9,2017-04-20,T9_6_(2)_20Apr2017_101m,4,101,33.1,2206.53,2062.16,347.55,19,1936.82,106.34,8.074,2.44,1.569
12/27/2017,T9,2017-04-20,T9_6_(3)_20Apr2017_101m,4,101,33.1,2242.31,2135.56,466.56,25.5,2023.58,86.47,7.965,1.984,1.276
12/27/2017,T9,2017-04-20,T9_10_(1)_20Apr2017_0m,6,0,32,2029.03,1877.73,305.78,15.65,1755.1,106.97,8.1,2.527,1.629
12/27/2017,T9,2017-04-20,T9_10_(2)_20Apr2017_0m,6,0,32,2030.08,1854.58,259.53,13.29,1720.22,121.07,8.162,2.86,1.844
12/27/2017,T9,2017-04-20,T9_10_(3)_20Apr2017_0m,6,0,32,2037.54,1852.07,244.78,12.53,1712.34,127.19,8.186,3.004,1.937
12/28/2017,T9,2017-05-30,T9_1_(1)_30May2017_0m,8.8,0,29.7,2064.94,1907.84,321.04,15.12,1778.79,113.94,8.097,2.746,1.78
12/28/2017,T9,2017-05-30,T9_1_(2)_30May2017_0m,8.8,0,29.7,2060.91,1898.69,308.89,14.55,1767.26,116.89,8.111,2.817,1.826
12/28/2017,T9,2017-05-30,T9_1_(3)_30May2017_0m,8.8,0,29.7,2084.03,1904,279.85,13.18,1762.5,128.32,8.153,3.093,2.004
12/28/2017,T9,2017-05-30,T9_6_(1)_30May2017_0m,8.9,0,30.7,2067.32,1897.18,303.79,14.18,1762.01,120.99,8.116,2.891,1.874
12/28/2017,T9,2017-05-30,T9_6_(2)_30May2017_0m,8.9,0,30.7,2053.47,1892.26,318.83,14.88,1762.09,115.29,8.095,2.754,1.785
12/28/2017,T9,2017-05-30,T9_6_(3)_30May2017_0m,8.9,0,30.7,2064.33,1909.29,335.68,15.66,1781.67,111.96,8.077,2.675,1.734
12/28/2017,T9,2017-05-30,T9_6_(1)_30May2017_95m,5.9,95,32.8,2173.98,2013.9,328.85,16.82,1881.76,115.32,8.093,2.655,1.713
12/28/2017,T9,2017-05-30,T9_6_(2)_30May2017_95m,5.9,95,32.8,2181.7,2015.03,316.87,16.2,1879.45,119.38,8.108,2.749,1.774
12/28/2017,T9,2017-05-30,T9_6_(3)_30May2017_95m,5.9,95,32.8,2177.96,2015.44,324.63,16.6,1882,116.85,8.098,2.69,1.736
12/28/2017,T9,2017-05-30,T9_10_(1)_30May2017_0m,8.1,0,31.1,2090.61,1922.74,307.23,14.7,1788.34,119.71,8.114,2.849,1.844
12/28/2017,T9,2017-05-30,T9_10_(2)_30May2017_0m,8.1,0,31.1,2100.62,1923.76,292.07,13.97,1784.42,125.37,8.135,2.984,1.931
12/28/2017,T9,2017-05-30,T9_10_(3)_30May2017_0m,8.1,0,31.1,2096.23,1929.7,311.44,14.9,1795.74,119.07,8.11,2.834,1.834
7/21/2021,T9,2017-06-28,T9_6_(1)_28Jun17,10.8006,0,28.963,2006.59,1818.08,263.86,11.67,1673.71,132.7,8.164,3.223,2.097
7/21/2021,T9,2017-06-28,T9_6_(2)_28Jun17,10.8006,0,31.1353,1983.11,1826.36,339.4,14.83,1700.56,110.97,8.058,2.643,1.719
7/21/2021,T9,2017-06-28,T9_6_(3)_28Jun17,10.8006,0,31.1353,2028.9,1848.67,301.57,13.18,1709.32,126.18,8.111,3.005,1.954
7/21/2021,T9,2017-06-28,T9_1_0m_(3)_28Jun17,7.7699,0,31.1353,1888.49,1742.52,296.68,14.35,1627.04,101.12,8.087,2.406,1.556
7/21/2021,T9,2017-06-28,T9_1_0m_(2)_28Jun17,7.7699,0,28.5462,1880.94,1742.72,291.1,14.3,1630,98.42,8.101,2.396,1.55
7/21/2021,T9,2017-06-28,T9_1_0m_(3)_28Jun17,7.7699,0,28.5462,1879.94,1745.77,300.08,14.74,1634.97,96.06,8.089,2.338,1.512
7/21/2021,KB09,2017-06-28,KB09_0m_(1)_28Jun17,10.8463,0,28.5462,2098.28,2123.55,1621.35,71.8,2020.46,31.3,7.458,0.763,0.496
7/21/2021,KB09,2017-06-28,KB09_0m_(2)_28Jun17,10.8463,0,31.7051,2054.44,1814.86,218.92,9.52,1642.68,162.66,8.232,3.854,2.507
7/21/2021,KB09,2017-06-28,KB09_0m_(3)_28Jun17,10.8463,0,31.7051,2022.69,1859.7,342.23,14.88,1729.48,115.34,8.061,2.732,1.777
7/21/2021,KB03,2017-06-28,KB03_0m_(1)_28Jun17,8.8262,0,31.7051,2183.99,1999.22,312.16,14.52,1852.42,132.28,8.124,3.132,2.03
7/21/2021,KB03,2017-06-28,KB03_0m_(2)_28Jun17,8.8262,0,31.9,2147.94,2354.02,4804.79,223.21,2119.51,11.29,6.995,0.267,0.173
7/21/2021,KB03,2017-06-28,KB03_0m_(3)_28Jun17,8.8262,0,31.9,2228.65,2034.33,306.93,14.26,1880.84,139.23,8.138,3.291,2.133
12/17/2019,T9,2017-07-24,T9_6_0m_1_24Jul2017,11.2693,0,28.5109,1945.38,1779.49,292.51,12.78,1648.99,117.72,8.115,2.873,1.87
12/17/2019,T9,2017-07-24,T9_6_0m_2_24Jul2017,11.2693,0,28.5109,1939.92,1739.44,230.95,10.09,1590.62,138.73,8.202,3.386,2.204
12/17/2019,T9,2017-07-24,T9_6_0m_3_24Jul2017,11.2693,0,28.5109,1928.76,1858.02,617.46,26.97,1767.01,64.03,7.82,1.563,1.017
12/17/2019,T9,2017-07-24,T9_6_312_1_24Jul2017,8.1976,104,31.6559,2179.54,1989.4,292.08,13.88,1840.49,135.03,8.144,3.135,2.032
12/17/2019,T9,2017-07-24,T9_6_312_2_24Jul2017,8.1976,104,31.6559,2211.37,2042.52,342.68,16.29,1903.18,123.06,8.089,2.857,1.852
12/17/2019,T9,2017-07-24,T9_6_312_3_24Jul2017,8.1976,104,31.6559,2156.11,1991.97,338.2,16.07,1857.16,118.73,8.084,2.757,1.787
7/29/2021,T9,2017-07-24,T9_1_0m_(1)_24July17,13.1,0,25.9095,1863.22,1656.08,205.15,8.58,1502.94,144.56,8.24,3.627,2.369
7/29/2021,T9,2017-07-24,T9_1_0m_(2)_24July17,13.1,0,25.9095,1936.15,1798.57,358.61,14.99,1680.22,103.36,8.045,2.594,1.694
7/29/2021,T9,2017-07-24,T9_1_0m_(3)_24July17,13.1,0,25.9095,1871.23,1737.06,347.27,14.52,1622.96,99.58,8.044,2.499,1.632
7/29/2021,T9,2017-07-24,T9_10_0m_(1)_24July17,12.1,0,27.1764,1856.34,1659.06,216.17,9.26,1513.75,136.05,8.214,3.366,2.194
7/29/2021,T9,2017-07-24,T9_10_0m_(2)_24July17,12.1,0,27.1764,1932.93,1775.02,305.46,13.09,1647.83,114.1,8.101,2.823,1.84
7/29/2021,T9,2017-07-24,T9_10_0m_(3)_24July17,12.1,0,27.1764,1795.34,1621.17,237.92,10.2,1491.04,119.93,8.166,2.967,1.935
7/30/2021,KB10,2017-07-24,KB10_0m_(1)_24July17,12.7,0,23.8861,1772.31,1596.36,213.45,9.14,1462.6,124.62,8.214,3.194,2.085
7/30/2021,KB10,2017-07-24,KB10_0m_(2)_24July17,12.7,0,23.8861,1740.56,1591.97,253.58,10.86,1474.5,106.61,8.143,2.732,1.783
7/30/2021,KB10,2017-07-24,KB10_0m_(3)_24July17,12.7,0,23.8861,1750.35,1590.57,235.01,10.07,1466.69,113.82,8.174,2.917,1.904
7/30/2021,KB10,2017-07-24,KB10_61m_(1)_24July17,8.9,61,31.631,2240.43,2002.69,240.14,11.15,1824.68,166.86,8.229,3.908,2.535
7/30/2021,KB10,2017-07-24,KB10_61m_(2)_24July17,8.9,61,31.631,2235.91,1994.6,234.55,10.89,1814.73,168.98,8.237,3.958,2.567
7/30/2021,KB10,2017-07-24,KB10_61m_(3)_24July17,8.9,61,31.631,2211.76,2002.85,276.16,12.82,1842.14,147.89,8.173,3.464,2.247
7/30/2021,KB13,2017-07-24,KB13_0m_(1)_24July17,13.3,0,23.1197,1584.06,1436.6,216.05,9.12,1325.06,102.42,8.17,2.651,1.732
7/30/2021,KB13,2017-07-24,KB13_0m_(2)_24July17,13.3,0,23.1197,1563.7,1421.42,220.32,9.3,1313.43,98.69,8.158,2.554,1.669
7/30/2021,KB13,2017-07-24,KB13_0m_(3)_24July17,13.3,0,23.1197,1576.65,1421.18,200.62,8.47,1305.62,107.09,8.196,2.772,1.811
7/30/2021,KB13,2017-07-24,KB13_26m_(1)_24July17,9,26,31.4951,2205.91,2012.63,302.07,13.98,1860.35,138.3,8.14,3.265,2.117
7/30/2021,KB13,2017-07-24,KB13_26m_(2)_24July17,9,26,31.4951,2255.27,2035.14,268.69,12.44,1866.24,156.46,8.192,3.693,2.395
7/30/2021,KB13,2017-07-24,KB13_26m_(3)_24July17,9,26,31.4951,2169.67,2005.59,352.77,16.33,1869.66,119.61,8.075,2.823,1.831
7/30/2021,T4,2017-07-25,T4_04_0m_(1)_25July17,10.4382,0,31.5037,2193.7,1938.16,222.78,9.83,1750.8,177.53,8.252,4.213,2.738
7/30/2021,T4,2017-07-25,T4_04_0m_(2)_25July17,10.4382,0,31.5037,2190.23,1976,279.97,12.35,1812.28,151.36,8.167,3.592,2.335
7/30/2021,T4,2017-07-25,T4_04_0m_(3)_25July17,10.4382,0,31.5037,2193.86,1968,262.64,11.59,1797.66,158.75,8.192,3.767,2.449
7/30/2021,T4,2017-07-25,T4_07_0m_(1)_25July17,11.6196,0,28.7244,1863.88,1790.19,584.4,25.21,1701.03,63.95,7.828,1.558,1.015
7/30/2021,T4,2017-07-25,T4_07_0m_(2)_25July17,11.6196,0,28.7244,1999.03,1805.85,261.49,11.28,1658.67,135.9,8.167,3.311,2.157
7/30/2021,T4,2017-07-25,T4_07_0m_(3)_25July17,11.6196,0,28.7244,2004.99,1822,280.94,12.12,1680.1,129.78,8.141,3.162,2.06
8/2/2021,T9,2017-08-24,T9_10_0m_(1)_24Aug17,11.5357,0,29.0893,2096.18,1938.66,363.05,15.67,1806.53,116.46,8.06,2.827,1.841
8/2/2021,T9,2017-08-24,T9_10_0m_(2)_24Aug17,11.5357,0,29.0893,2060.33,1887.44,317.54,13.71,1748.93,124.8,8.105,3.03,1.973
8/2/2021,T9,2017-08-24,T9_10_0m_(3)_24Aug17,11.5357,0,29.0893,2056.91,2068.4,1462.61,63.14,1970.85,34.41,7.493,0.835,0.544
8/2/2021,T9,2017-08-24,T9_1_0m_(1)_24Aug17,10.9649,0,29.824,2127.09,1927.71,283.04,12.39,1773.15,142.16,8.157,3.426,2.229
8/2/2021,T9,2017-08-24,T9_1_0m_(2)_24Aug17,10.9649,0,29.824,2096.41,1891.5,266.31,11.66,1735.15,144.69,8.175,3.487,2.269
